
## 安徽大学飞跃手册系列（123 条）

来源：安徽大学飞跃手册GitHub仓库。
档案文件：`backend/internal/yantuseed/profiles_ahu_feyue_1.go / profiles_ahu_feyue_2.go`

| 序号 | 人生 Agent 显示名 | 原归属来源 | 原归属账号 | 新登录邮箱 | 初始密码 |
| 555 | 棉花糖君在赶DDL | 上大飞跃手册 | yantu-import@demo.com | mapruby49@163.com | YantuLa2026! |
| 556 | 樱桃打篮球 | 上大飞跃手册 | yantu-import@demo.com | mint_lynx90@163.com | YantuLa2026! |
| 557 | 青蛙x在学习 | 上大飞跃手册 | yantu-import@demo.com | chip_fox49@163.com | YantuLa2026! |
| 558 | 勤劳的寿司z | 上大飞跃手册 | yantu-import@demo.com | tide_star69@163.com | YantuLa2026! |
| 559 | 萤火虫_鲸鱼 | 上大飞跃手册 | yantu-import@demo.com | gear_silk87@163.com | YantuLa2026! |
| 560 | 安静的椰子z | 上大飞跃手册 | yantu-import@demo.com | wavepine96@163.com | YantuLa2026! |
| 561 | 栗子煮火锅 | 上大飞跃手册 | yantu-import@demo.com | noon_cove62@163.com | YantuLa2026! |
| 562 | 沉默的蚂蚁9 | 上大飞跃手册 | yantu-import@demo.com | frost_dawn15@163.com | YantuLa2026! |
| 563 | 薄荷今天早睡 | 上大飞跃手册 | yantu-import@demo.com | swan_flux03@163.com | YantuLa2026! |
| 564 | 芒果_花卷 | 上大飞跃手册 | yantu-import@demo.com | eve_vale39@163.com | YantuLa2026! |
| 565 | 薯条7听播客 | 上大飞跃手册 | yantu-import@demo.com | moss_core71@163.com | YantuLa2026! |
| 566 | 西瓜_橙子 | 上大飞跃手册 | yantu-import@demo.com | carppeak90@163.com | YantuLa2026! |
| 567 | 淡定的巧克力er | 上大飞跃手册 | yantu-import@demo.com | crowhaze60@163.com | YantuLa2026! |
| 568 | 板栗_v今天早睡 | 上大飞跃手册 | yantu-import@demo.com | wave_bloom94@163.com | YantuLa2026! |
| 569 | 兔兔_仓鼠 | 上大飞跃手册 | yantu-import@demo.com | path_orb14@163.com | YantuLa2026! |
| 570 | 刺猬哈喝绿茶 | 上大飞跃手册 | yantu-import@demo.com | larkflux09@163.com | YantuLa2026! |
| 571 | 柚子ya修电脑 | 上大飞跃手册 | yantu-import@demo.com | duneruby94@163.com | YantuLa2026! |
| 572 | 蜜桃_核桃 | 上大飞跃手册 | yantu-import@demo.com | glenwave68@163.com | YantuLa2026! |
| 573 | 葡萄er做饭中 | 上大飞跃手册 | yantu-import@demo.com | rainhex45@163.com | YantuLa2026! |
| 574 | 机灵的猫头鹰吖 | 上大飞跃手册 | yantu-import@demo.com | frost_orb58@163.com | YantuLa2026! |
| 575 | 柠檬背单词 | 上大飞跃手册 | yantu-import@demo.com | plum_carp31@163.com | YantuLa2026! |
| 576 | 椰子在图书馆 | 上大飞跃手册 | yantu-import@demo.com | vole_plum94@163.com | YantuLa2026! |
| 577 | 芋圆_饼干 | 上大飞跃手册 | yantu-import@demo.com | mossloop53@163.com | YantuLa2026! |
| 578 | 板栗_豆沙 | 上大飞跃手册 | yantu-import@demo.com | dot_moss41@163.com | YantuLa2026! |
| 579 | 蔓越莓_抹茶 | 上大飞跃手册 | yantu-import@demo.com | dot_loop08@163.com | YantuLa2026! |
| 580 | 燕麦_棉花糖 | 上大飞跃手册 | yantu-import@demo.com | gear_loop94@163.com | YantuLa2026! |
| 581 | 葡萄_0下象棋 | 上大飞跃手册 | yantu-import@demo.com | molegear49@163.com | YantuLa2026! |
| 582 | 龙眼oo不吃宵夜 | 上大飞跃手册 | yantu-import@demo.com | pond_root28@163.com | YantuLa2026! |
| 583 | 荔枝er喝绿茶 | 上大飞跃手册 | yantu-import@demo.com | lake_log68@163.com | YantuLa2026! |
| 584 | 椰子_蓝莓酱 | 上大飞跃手册 | yantu-import@demo.com | glen_arc17@163.com | YantuLa2026! |
| 585 | 桃子_水母 | 上大飞跃手册 | yantu-import@demo.com | noongear73@163.com | YantuLa2026! |
| 586 | 飞翔的棉花糖zzz | 上大飞跃手册 | yantu-import@demo.com | sage_tag29@163.com | YantuLa2026! |
| 587 | 豆沙喝绿茶 | 上大飞跃手册 | yantu-import@demo.com | petal_eve26@163.com | YantuLa2026! |
| 588 | 酸奶7今天早睡 | 上大飞跃手册 | yantu-import@demo.com | dawneve46@163.com | YantuLa2026! |
| 589 | 可可ya背单词 | 上大飞跃手册 | yantu-import@demo.com | keyhare29@163.com | YantuLa2026! |
| 590 | 可可君背单词 | 上大飞跃手册 | yantu-import@demo.com | moss_swan54@163.com | YantuLa2026! |
| 591 | 慵懒的花生zzz | 上大飞跃手册 | yantu-import@demo.com | mintsilk25@163.com | YantuLa2026! |
| 592 | 萤火虫__喝牛奶 | 上大飞跃手册 | yantu-import@demo.com | jaywax78@163.com | YantuLa2026! |
| 593 | 奶茶去爬山 | 上大飞跃手册 | yantu-import@demo.com | bloomfern27@163.com | YantuLa2026! |
| 594 | 蝴蝶ya搬砖中 | 上大飞跃手册 | yantu-import@demo.com | onyxfern97@163.com | YantuLa2026! |
| 595 | 迷路的酸奶吖 | 上大飞跃手册 | yantu-import@demo.com | coilbeam10@163.com | YantuLa2026! |
| 596 | 板栗小号听播客 | 上大飞跃手册 | yantu-import@demo.com | loopcreek34@163.com | YantuLa2026! |
| 597 | 寿司_绿豆 | 上大飞跃手册 | yantu-import@demo.com | snow_link91@163.com | YantuLa2026! |
| 598 | 抹茶做饭中 | 上大飞跃手册 | yantu-import@demo.com | beamlace28@163.com | YantuLa2026! |
| 599 | 快乐的薯条大王 | 上大飞跃手册 | yantu-import@demo.com | starpixel14@163.com | YantuLa2026! |
| 600 | 红薯煮火锅 | 上大飞跃手册 | yantu-import@demo.com | dotlace26@163.com | YantuLa2026! |
| 601 | 西瓜捏泥巴 | 上大飞跃手册 | yantu-import@demo.com | moon_ruby96@163.com | YantuLa2026! |
| 602 | 燕麦听播客 | 上大飞跃手册 | yantu-import@demo.com | orbpath07@163.com | YantuLa2026! |
| 603 | 汉堡zzz遛弯了 | 上大飞跃手册 | yantu-import@demo.com | snowpine76@163.com | YantuLa2026! |
| 604 | 企鹅_蝴蝶 | 上大飞跃手册 | yantu-import@demo.com | clay_ray72@163.com | YantuLa2026! |
| 605 | 海豚_0看日落 | 上大飞跃手册 | yantu-import@demo.com | core_beam11@163.com | YantuLa2026! |
| 606 | 麻雀_蜻蜓 | 上大飞跃手册 | yantu-import@demo.com | bark_tag95@163.com | YantuLa2026! |

## 海南大学飞跃手册系列（48 条）

来源：海南大学飞跃手册GitHub仓库。
档案文件：`backend/internal/yantuseed/profiles_hnu_feyue.go`

| 序号 | 人生 Agent 显示名 | 原归属来源 | 原归属账号 | 新登录邮箱 | 初始密码 |
|-----|------------------|-----------|------------|------------|----------|
| 607 | 蝴蝶遛弯了 | 海大飞跃手册 | yantu-import@demo.com | mistrain94@163.com | YantuLa2026! |
| 608 | 鹿茸鸭背单词 | 海大飞跃手册 | yantu-import@demo.com | bolt_vole16@163.com | YantuLa2026! |
| 609 | 饼干_0打工中 | 海大飞跃手册 | yantu-import@demo.com | owlplum01@163.com | YantuLa2026! |
| 610 | 梨子7要毕业了 | 海大飞跃手册 | yantu-import@demo.com | rootseed16@163.com | YantuLa2026! |
| 611 | 迷路的香蕉z | 海大飞跃手册 | yantu-import@demo.com | volebloom16@163.com | YantuLa2026! |
| 612 | 柠檬_棉花糖 | 海大飞跃手册 | yantu-import@demo.com | elklog61@163.com | YantuLa2026! |
| 613 | 瓢虫er要毕业了 | 海大飞跃手册 | yantu-import@demo.com | noonwren07@163.com | YantuLa2026! |
| 614 | 蜗牛的碎碎念 | 海大飞跃手册 | yantu-import@demo.com | twig_beam45@163.com | YantuLa2026! |
| 615 | 果冻_咖啡 | 海大飞跃手册 | yantu-import@demo.com | carpbloom80@163.com | YantuLa2026! |
| 616 | 橙子吖做饭中 | 海大飞跃手册 | yantu-import@demo.com | carp_creek18@163.com | YantuLa2026! |
| 617 | 抹茶_奶酪 | 海大飞跃手册 | yantu-import@demo.com | ferncove39@163.com | YantuLa2026! |
| 618 | 蜗牛骑单车 | 海大飞跃手册 | yantu-import@demo.com | creek_glen15@163.com | YantuLa2026! |
| 619 | 迷路的猫头鹰酱 | 海大飞跃手册 | yantu-import@demo.com | link_moon34@163.com | YantuLa2026! |
| 620 | 柚子_蜜桃 | 海大飞跃手册 | yantu-import@demo.com | pathzinc26@163.com | YantuLa2026! |
| 621 | 柿子_蓝莓酱 | 海大飞跃手册 | yantu-import@demo.com | coil_orb73@163.com | YantuLa2026! |
| 622 | 阿狸3遛弯了 | 海大飞跃手册 | yantu-import@demo.com | beambyte54@163.com | YantuLa2026! |
| 623 | 石榴君弹吉他 | 海大飞跃手册 | yantu-import@demo.com | moss_vale68@163.com | YantuLa2026! |
| 624 | 麦芽_银杏 | 海大飞跃手册 | yantu-import@demo.com | sage_node06@163.com | YantuLa2026! |
| 625 | 山楂oo想放假 | 海大飞跃手册 | yantu-import@demo.com | dot_silk70@163.com | YantuLa2026! |
| 626 | 青蛙_椰子 | 海大飞跃手册 | yantu-import@demo.com | frost_byte40@163.com | YantuLa2026! |
| 627 | 椰果_葡萄 | 海大飞跃手册 | yantu-import@demo.com | arc_twig15@163.com | YantuLa2026! |
| 628 | 龙眼去爬山 | 海大飞跃手册 | yantu-import@demo.com | storm_jay52@163.com | YantuLa2026! |
| 629 | 杨梅种花中 | 海大飞跃手册 | yantu-import@demo.com | brookvole00@163.com | YantuLa2026! |
| 630 | 猫头鹰ii在跑步 | 海大飞跃手册 | yantu-import@demo.com | dawn_glen72@163.com | YantuLa2026! |
| 631 | 泡芙在学习 | 海大飞跃手册 | yantu-import@demo.com | noon_sun85@163.com | YantuLa2026! |
| 632 | 布丁_0骑单车 | 海大飞跃手册 | yantu-import@demo.com | wren_fox54@163.com | YantuLa2026! |
| 633 | 果冻下象棋 | 海大飞跃手册 | yantu-import@demo.com | rain_root90@163.com | YantuLa2026! |
| 634 | 迷路的薯条z | 海大飞跃手册 | yantu-import@demo.com | dove_gear38@163.com | YantuLa2026! |
| 635 | 泡芙鸭不熬夜 | 海大飞跃手册 | yantu-import@demo.com | haze_glow85@163.com | YantuLa2026! |
| 636 | 板栗_花卷 | 海大飞跃手册 | yantu-import@demo.com | tide_rain39@163.com | YantuLa2026! |
| 637 | 银杏大王摸鱼了 | 海大飞跃手册 | yantu-import@demo.com | arc_lake35@163.com | YantuLa2026! |
| 638 | 猫头鹰看日落 | 海大飞跃手册 | yantu-import@demo.com | creek_reef43@163.com | YantuLa2026! |
| 639 | 薄荷_蔓越莓 | 海大飞跃手册 | yantu-import@demo.com | dot_core69@163.com | YantuLa2026! |
| 640 | 努力的龙眼zzz | 海大飞跃手册 | yantu-import@demo.com | bolt_storm20@163.com | YantuLa2026! |
| 641 | 快乐的板栗zzz | 海大飞跃手册 | yantu-import@demo.com | starbrook43@163.com | YantuLa2026! |
| 642 | 柿子_0学画画 | 海大飞跃手册 | yantu-import@demo.com | wren_star75@163.com | YantuLa2026! |
| 643 | 豆沙_绿豆 | 海大飞跃手册 | yantu-import@demo.com | reefonyx02@163.com | YantuLa2026! |
| 644 | 芒果干ii修电脑 | 海大飞跃手册 | yantu-import@demo.com | waxglow38@163.com | YantuLa2026! |
| 645 | 河马大王煮火锅 | 海大飞跃手册 | yantu-import@demo.com | pondclay78@163.com | YantuLa2026! |
| 646 | 苹果_蜗牛 | 海大飞跃手册 | yantu-import@demo.com | twig_dot28@163.com | YantuLa2026! |
| 647 | 迷路的蜻蜓er | 海大飞跃手册 | yantu-import@demo.com | ruby_arc59@163.com | YantuLa2026! |
| 648 | 桂花整理笔记 | 海大飞跃手册 | yantu-import@demo.com | zinc_loop76@163.com | YantuLa2026! |
| 649 | 海星打篮球 | 海大飞跃手册 | yantu-import@demo.com | molebolt72@163.com | YantuLa2026! |
| 650 | 奶茶看日落 | 海大飞跃手册 | yantu-import@demo.com | moon_pixel79@163.com | YantuLa2026! |
| 651 | 机灵的百香果呀 | 海大飞跃手册 | yantu-import@demo.com | tidebrook09@163.com | YantuLa2026! |
| 652 | 冰淇淋吖泡咖啡 | 海大飞跃手册 | yantu-import@demo.com | lake_dune18@163.com | YantuLa2026! |
| 653 | 牛轧糖_芋圆 | 海大飞跃手册 | yantu-import@demo.com | crowcreek55@163.com | YantuLa2026! |
| 654 | 棉花糖_麻雀 | 海大飞跃手册 | yantu-import@demo.com | bitmoss79@163.com | YantuLa2026! |

## 上海交通大学飞跃手册系列（25 条）

来源：上海交通大学飞跃手册GitHub仓库。
档案文件：`backend/internal/yantuseed/profiles_sjtu_feyue.go`

| 序号 | 人生 Agent 显示名 | 原归属来源 | 原归属账号 | 新登录邮箱 | 初始密码 |
|-----|------------------|-----------|------------|------------|----------|
| 655 | 阿狸_红豆 | 上交飞跃手册 | yantu-import@demo.com | seedsilk15@163.com | YantuLa2026! |
| 656 | 奔跑的海星_0 | 上交飞跃手册 | yantu-import@demo.com | sunrose07@163.com | YantuLa2026! |
| 657 | 猫头鹰9修电脑 | 上交飞跃手册 | yantu-import@demo.com | barkkey72@163.com | YantuLa2026! |
| 658 | 勤劳的花卷zzz | 上交飞跃手册 | yantu-import@demo.com | iron_lake56@163.com | YantuLa2026! |
| 659 | 西瓜_蜻蜓 | 上交飞跃手册 | yantu-import@demo.com | vale_iron55@163.com | YantuLa2026! |
| 660 | 蜻蜓_鸽子 | 上交飞跃手册 | yantu-import@demo.com | mistnode63@163.com | YantuLa2026! |
| 661 | 鹿茸哈画画中 | 上交飞跃手册 | yantu-import@demo.com | bass_bass50@163.com | YantuLa2026! |
| 662 | 芒果干_布丁 | 上交飞跃手册 | yantu-import@demo.com | bytejay83@163.com | YantuLa2026! |
| 663 | 栗子_燕麦 | 上交飞跃手册 | yantu-import@demo.com | brookswan67@163.com | YantuLa2026! |
| 664 | 巧克力7在赶DDL | 上交飞跃手册 | yantu-import@demo.com | hex_bark57@163.com | YantuLa2026! |
| 665 | 仓鼠下象棋 | 上交飞跃手册 | yantu-import@demo.com | fox_star40@163.com | YantuLa2026! |
| 666 | 鹿茸不吃宵夜 | 上交飞跃手册 | yantu-import@demo.com | vale_lace56@163.com | YantuLa2026! |
| 667 | 饺子修电脑 | 上交飞跃手册 | yantu-import@demo.com | dot_orb49@163.com | YantuLa2026! |
| 668 | 饼干_百香果 | 上交飞跃手册 | yantu-import@demo.com | silk_ruby84@163.com | YantuLa2026! |
| 669 | 咖啡_麻雀 | 上交飞跃手册 | yantu-import@demo.com | twig_owl58@163.com | YantuLa2026! |
| 670 | 苹果追番中 | 上交飞跃手册 | yantu-import@demo.com | twigray27@163.com | YantuLa2026! |
| 671 | 板栗_燕麦 | 上交飞跃手册 | yantu-import@demo.com | jadeowl76@163.com | YantuLa2026! |
| 672 | 椰子练瑜伽 | 上交飞跃手册 | yantu-import@demo.com | hazeowl34@163.com | YantuLa2026! |
| 673 | 企鹅_鸽子 | 上交飞跃手册 | yantu-import@demo.com | valeclay94@163.com | YantuLa2026! |
| 674 | 水母_蓝莓 | 上交飞跃手册 | yantu-import@demo.com | grid_star44@163.com | YantuLa2026! |
| 675 | 冰淇淋写代码 | 上交飞跃手册 | yantu-import@demo.com | tide_wren74@163.com | YantuLa2026! |
| 676 | 山楂_萤火虫 | 上交飞跃手册 | yantu-import@demo.com | molepixel96@163.com | YantuLa2026! |
| 677 | 鲸鱼去爬山 | 上交飞跃手册 | yantu-import@demo.com | log_pixel61@163.com | YantuLa2026! |
| 678 | 冰淇淋_樱桃 | 上交飞跃手册 | yantu-import@demo.com | zincmap85@163.com | YantuLa2026! |
| 679 | 薯片的碎碎念 | 上交飞跃手册 | yantu-import@demo.com | goldpine42@163.com | YantuLa2026! |

## 山东大学飞跃手册系列（8 条）

来源：山东大学飞跃手册GitHub仓库。
档案文件：`backend/internal/yantuseed/profiles_sdu_feyue.go`

| 序号 | 人生 Agent 显示名 | 原归属来源 | 原归属账号 | 新登录邮箱 | 初始密码 |
|-----|------------------|-----------|------------|------------|----------|
| 680 | 牛轧糖7学画画 | 山大飞跃手册 | yantu-import@demo.com | star_cove89@163.com | YantuLa2026! |
| 681 | 蜜桃zzz看电影 | 山大飞跃手册 | yantu-import@demo.com | grid_bolt68@163.com | YantuLa2026! |
| 682 | 巧克力吖在赶DDL | 山大飞跃手册 | yantu-import@demo.com | fernsnow80@163.com | YantuLa2026! |
| 683 | 慵懒的太妃糖_0 | 山大飞跃手册 | yantu-import@demo.com | dovefern76@163.com | YantuLa2026! |
| 684 | 杨梅_水母 | 山大飞跃手册 | yantu-import@demo.com | glowbass55@163.com | YantuLa2026! |
| 685 | 瓢虫_瓢虫 | 山大飞跃手册 | yantu-import@demo.com | pixelbark00@163.com | YantuLa2026! |
| 686 | 红薯酱弹吉他 | 山大飞跃手册 | yantu-import@demo.com | plum_star52@163.com | YantuLa2026! |
| 687 | 椰子oo逛公园 | 山大飞跃手册 | yantu-import@demo.com | rose_twig78@163.com | YantuLa2026! |
